,loan_amnt,installment,annual_inc,result,type
7538,35000,596.66,130000,0,寮犲寳鍘?
7539,6000,190.52,51600,0,搴蜂繚鍘?
7540,14000,426.1,90000,0,娌芥簮鍘?
7541,4300,134.55,30000,0,灏氫箟鍘?
7542,12000,365.23,90000,0,钄氬幙
7543,8800,279.43,60000,0,闃冲師鍘?
7544,19500,448.6,90000,0,鎬€瀹夊幙
7545,10000,304.36,57600,0,鎬€鏉ュ幙
7546,21600,488.05,60000,0,娑块箍鍘?
7547,15000,338.93,42000,0,璧ゅ煄鍘?
7548,4000,137.98,38000,0,瀹氬叴鍘?
7549,5000,156.46,64600,0,鍞愬幙
7550,12800,311,60000,0,楂橀槼鍘?
7551,12000,423.61,133000,1,瀹瑰煄鍘?
7552,30000,1006.35,900000,0,娑炴簮鍘?
7553,30000,921.11,286000,0,鏈涢兘鍘?
7554,15600,558.29,87000,1,瀹夋柊鍘?
7555,30000,938.71,125004,0,鏄撳幙
7556,35000,973.64,100000,1,鏇查槼鍘?
7557,3500,125.26,21600,0,锠″幙
7558,4000,94.43,21158,1,椤哄钩鍘?
7559,7275,221.42,36000,0,鍗氶噹鍘?
7560,6825,216.72,38400,0,闆勫幙
7561,28000,761.92,57996,1,娑垮窞甯?
7562,5000,152.18,45000,0,瀹氬窞甯?
7563,14775,453.65,36000,0,瀹夊浗甯?
7564,12500,380.45,85000,0,楂樼搴楀競
7565,6000,182.62,19200,0,寮犲鍙ｅ競
7566,20000,460.1,75000,0,妗ヤ笢鍖?
7567,21000,701.73,90000,0,妗ヨタ鍖?
7568,12000,368.45,85000,0,瀹ｅ寲鍖?
7569,1000,31.3,35000,0,涓嬭姳鍥尯
7570,30000,966.75,750000,0,涓囧叏鍖?
7571,6000,182.62,75000,0,宕囩ぜ鍖?
7572,4000,127.02,28000,0,寮犲寳鍘?
7573,20000,678.61,75000,0,搴蜂繚鍘?
7574,4500,152.69,36000,0,娌芥簮鍘?
7575,8000,250.33,40000,0,灏氫箟鍘?
7576,14000,363.4,38000,0,钄氬幙
7577,2000,62.59,80000,0,闃冲師鍘?
7578,11325,379.9,36000,0,鎬€瀹夊幙
7579,2500,86.24,62000,0,鎬€鏉ュ幙
7580,35000,1276.6,150000,0,娑块箍鍘?
7581,6000,210.83,61400,0,璧ゅ煄鍘?
7582,5000,158.77,120000,0,瀹氬叴鍘?
7583,7200,221.07,182004,0,鍞愬幙
7584,8000,278.39,128000,1,楂橀槼鍘?
7585,27000,596.66,75000,0,瀹瑰煄鍘?
7586,10000,330.76,48000,1,娑炴簮鍘?
7587,6000,200.5,180000,0,鏈涢兘鍘?
7588,7400,248.24,80000,0,瀹夋柊鍘?
7589,5600,199.02,40800,0,鏄撳幙
7590,9750,334.52,82248,1,鏇查槼鍘?
7591,35000,668.67,65000,0,锠″幙
7592,4000,125.17,36000,0,椤哄钩鍘?
7593,16425,362.97,85000,0,鍗氶噹鍘?
7594,7200,221.07,74004,0,闆勫幙
7595,3600,110.54,24000,1,娑垮窞甯?
7596,6000,195.44,43000,0,瀹氬窞甯?
7597,25000,530.07,54000,0,瀹夊浗甯?
7598,15000,318.05,60000,0,楂樼搴楀競
7599,8000,268.36,65000,0,寮犲鍙ｅ競
7600,11000,237.26,52500,0,妗ヤ笢鍖?
7601,11100,337.84,75000,0,妗ヨタ鍖?
7602,15000,345.08,44200,0,瀹ｅ寲鍖?
7603,12000,417.58,85000,0,涓嬭姳鍥尯
7604,8000,243.49,35000,0,涓囧叏鍖?
7605,10000,330.76,66000,0,宕囩ぜ鍖?
7606,4800,160.4,39600,0,寮犲寳鍘?
7607,7200,238.15,14400,1,搴蜂繚鍘?
7608,2000,69.6,80000,0,娌芥簮鍘?
7609,6000,182.62,80000,0,灏氫箟鍘?
7610,18000,475.99,85000,0,钄氬幙
7611,5950,201.89,20124.6,0,闃冲師鍘?
7612,6000,187.75,38400,1,鎬€瀹夊幙
7613,3600,125.28,60000,0,鎬€鏉ュ幙
7614,3000,93.34,57000,0,娑块箍鍘?
7615,30000,772.29,80700,1,璧ゅ煄鍘?
7616,6000,198.46,31200,0,瀹氬叴鍘?
7617,3000,100.25,66000,0,鍞愬幙
7618,5000,158.77,96000,0,楂橀槼鍘?
7619,16000,508.06,50000,0,瀹瑰煄鍘?
7620,21250,497.43,36000,1,娑炴簮鍘?
7621,9000,281.62,133800,0,鏈涢兘鍘?
7622,3000,101.8,55000,1,瀹夋柊鍘?
7623,17000,391.08,60000,0,鏄撳幙
7624,16000,347.8,60156,0,鏇查槼鍘?
7625,11325,374.59,25000,0,锠″幙
7626,10000,344.95,350000,0,椤哄钩鍘?
7627,2100,64.84,45000,0,鍗氶噹鍘?
7628,6000,213.24,32124,1,闆勫幙
7629,14000,283.2,70000,0,娑垮窞甯?
7630,22800,515.16,92000,0,瀹氬窞甯?
7631,20000,472.14,60000,0,瀹夊浗甯?
7632,12000,280.91,42000,1,楂樼搴楀競
7633,13200,309,50004,0,寮犲鍙ｅ競
7634,15000,303.43,62000,0,妗ヤ笢鍖?
7635,11700,289.34,80000,0,妗ヨタ鍖?
7636,1500,50.9,25200,0,瀹ｅ寲鍖?
7637,7500,268.41,58000,0,涓嬭姳鍥尯
7638,33000,1231.45,220000,0,涓囧叏鍖?
7639,12475,383.03,66000,0,宕囩ぜ鍖?
7640,20000,477.98,95000,1,寮犲寳鍘?
7641,3200,99.56,50000,0,搴蜂繚鍘?
7642,28000,926.13,62000,0,娌芥簮鍘?
7643,1200,36.53,60000,0,灏氫箟鍘?
7644,9600,300.39,60000,0,钄氬幙
7645,20500,442.15,80200,0,闃冲師鍘?
7646,8125,210.91,70000,0,鎬€瀹夊幙
7647,6000,184.23,54000,0,鎬€鏉ュ幙
7648,7500,238.15,109000,0,娑块箍鍘?
7649,7500,228.27,138000,0,璧ゅ煄鍘?
7650,6000,210.92,20400,0,瀹氬叴鍘?
7651,14000,318.48,66996,0,鍞愬幙
7652,7350,244.1,220000,0,楂橀槼鍘?
7653,32000,1112.9,60000,1,瀹瑰煄鍘?
7654,13150,302.52,54000,1,娑炴簮鍘?
7655,13200,312.58,36000,0,鏈涢兘鍘?
7656,14000,331.52,45000,0,瀹夋柊鍘?
7657,1500,52.17,36000,0,鏄撳幙
7658,8000,241.28,50000,0,鏇查槼鍘?
7659,12375,253.84,44000,0,锠″幙
7660,35000,1139.08,300000,0,椤哄钩鍘?
7661,4200,103.24,50004,0,鍗氶噹鍘?
7662,30000,600.17,62742,1,闆勫幙
7663,6000,180.96,52800,1,娑垮窞甯?
7664,20000,717.95,57012.8,0,瀹氬窞甯?
7665,30000,690.15,73300,0,瀹夊浗甯?
7666,10000,239.11,70000,0,楂樼搴楀競
7667,24000,545.96,100000,0,寮犲鍙ｅ競
7668,8000,287.18,50000,0,妗ヤ笢鍖?
7669,15000,341.22,52000,0,妗ヨタ鍖?
7670,4000,130.18,38400,0,瀹ｅ寲鍖?
7671,28000,622.71,90000,0,涓嬭姳鍥尯
7672,10000,349.7,48000,0,涓囧叏鍖?
7673,7200,237.4,95000,0,宕囩ぜ鍖?
7674,10000,322.63,125000,0,寮犲寳鍘?
7675,20000,478.22,56330,0,搴蜂繚鍘?
7676,3000,105.46,18000,0,娌芥簮鍘?
7677,10975,244.08,76000,0,灏氫箟鍘?
7678,8000,263.78,101000,0,钄氬幙
7679,20950,401.83,46551,1,闃冲師鍘?
7680,21400,744.26,90000,0,鎬€瀹夊幙
7681,6500,196.04,35352,0,鎬€鏉ュ幙
7682,8000,241.28,79200,0,娑块箍鍘?
7683,5500,165.88,240000,0,璧ゅ煄鍘?
7684,15000,473.45,80000,0,瀹氬叴鍘?
7685,25450,506.97,81000,0,鍞愬幙
7686,13000,260.44,80004,0,楂橀槼鍘?
7687,28000,723.11,92000,0,瀹瑰煄鍘?
7688,35000,1145.69,80000,0,娑炴簮鍘?
7689,2900,71.28,45600,0,鏈涢兘鍘?
7690,3000,66.72,9240,0,瀹夋柊鍘?
7691,6925,243.43,40000,0,鏄撳幙
7692,3000,91.26,52000,0,鏇查槼鍘?
7693,5000,157.82,90000,0,锠″幙
7694,10000,315.63,100000,0,椤哄钩鍘?
7695,5500,171.06,57000,0,鍗氶噹鍘?
7696,14000,435.43,66000,1,闆勫幙
7697,20000,346.25,48000,1,娑垮窞甯?
7698,10000,251.17,154800,0,瀹氬窞甯?
7699,6000,193.58,78000,0,瀹夊浗甯?
7700,5100,133.12,36000,1,楂樼搴楀競
7701,6800,221.31,29120,0,寮犲鍙ｅ競
7702,6000,180.96,89000,0,妗ヤ笢鍖?
7703,12000,272.98,60000,0,妗ヨタ鍖?
7704,14500,478.09,35000,0,瀹ｅ寲鍖?
7705,25000,581.58,72000,1,涓嬭姳鍥尯
7706,4800,148.19,30000,0,涓囧叏鍖?
7707,25000,640.16,93048,0,宕囩ぜ鍖?
7708,14400,310.16,60000,0,寮犲寳鍘?
7709,15000,463.09,50000,0,搴蜂繚鍘?
7710,14000,280.47,50000,0,娌芥簮鍘?
7711,6000,182.51,50000,0,灏氫箟鍘?
7712,10500,338.76,63400,0,钄氬幙
7713,20000,491.59,72000,0,闃冲師鍘?
7714,8000,248.82,45000,0,鎬€瀹夊幙
7715,2000,71.2,130000,0,鎬€鏉ュ幙
7716,3850,124.22,13273,0,娑块箍鍘?
7717,12075,260.08,60000,0,璧ゅ煄鍘?
7718,12000,392.81,78000,0,瀹氬叴鍘?
7719,5000,164.86,37000,1,鍞愬幙
7720,7000,216.11,25000,0,楂橀槼鍘?
7721,16000,389.01,70000,1,瀹瑰煄鍘?
7722,20000,434.75,49000,0,娑炴簮鍘?
7723,9050,275.28,30000,0,鏈涢兘鍘?
7724,2500,80.66,53000,0,瀹夋柊鍘?
7725,4800,157.13,95000,0,鏄撳幙
7726,10000,329.72,80000,0,鏇查槼鍘?
7727,8000,248.82,55000,0,锠″幙
7728,2200,73.07,46080,0,椤哄钩鍘?
7729,10200,307.64,110000,0,鍗氶噹鍘?
7730,12000,365.01,80000,0,闆勫幙
7731,17475,379.87,76900,0,娑垮窞甯?
7732,16000,406.21,220000,0,瀹氬窞甯?
7733,10400,271.45,42000,1,瀹夊浗甯?
7734,14000,311.36,85000,1,楂樼搴楀競
7735,5500,180.04,20400,0,寮犲鍙ｅ競
7736,12000,284.16,65000,0,妗ヤ笢鍖?
7737,3600,126.55,30000,0,妗ヨタ鍖?
7738,15000,452.4,135000,0,瀹ｅ寲鍖?
7739,1600,54.29,43200,0,涓嬭姳鍥尯
7740,4000,124.41,38000,0,涓囧叏鍖?
7741,20000,478.22,40000,0,宕囩ぜ鍖?
7742,6000,186.61,29553,0,寮犲寳鍘?
7743,11500,399.95,32000,0,搴蜂繚鍘?
7744,4800,149.29,80000,0,娌芥簮鍘?
7745,24000,730.02,135000,0,灏氫箟鍘?
7746,6250,210.56,28800,0,钄氬幙
7747,20000,536.81,65000,0,闃冲師鍘?
7748,4000,130.94,60000,0,鎬€瀹夊幙
7749,18000,387.7,48000,0,鎬€鏉ュ幙
7750,14750,444.86,56500,0,娑块箍鍘?
7751,6800,224.21,55000,0,璧ゅ煄鍘?
7752,6000,142.08,35000,0,瀹氬叴鍘?
7753,3000,93.31,42000,0,鍞愬幙
7754,4800,106.75,80004,0,楂橀槼鍘?
7755,25000,627.93,65000,0,瀹瑰煄鍘?
7756,5000,154.37,45000,0,娑炴簮鍘?
7757,7000,230.8,62100,0,鏈涢兘鍘?
7758,12000,361.92,87278,0,瀹夋柊鍘?
7759,35000,676.87,185000,0,鏄撳幙
7760,5825,187.93,30000,0,鏇查槼鍘?
7761,2750,60.47,52800,0,锠″幙
7762,4200,148.68,30000,0,椤哄钩鍘?
7763,35000,634.1,74004,1,鍗氶噹鍘?
7764,4200,141.5,50000,0,闆勫幙
7765,8400,278.97,65454,0,娑垮窞甯?
7766,20000,430.78,87252,0,瀹氬窞甯?
7767,2000,69.94,52000,0,瀹夊浗甯?
7768,10000,336.9,38000,1,楂樼搴楀競
7769,17000,369.54,48000,0,寮犲鍙ｅ競
7770,10000,341.73,62000,0,妗ヤ笢鍖?
7771,3500,117.92,24091.68,0,妗ヨタ鍖?
7772,3000,97.64,51684,0,瀹ｅ寲鍖?
7773,5500,182.66,83000,0,涓嬭姳鍥尯
7774,28500,605.41,105000,0,涓囧叏鍖?
7775,35000,518.76,60000,0,宕囩ぜ鍖?
7776,8975,179.8,45000,0,寮犲寳鍘?
7777,16000,531.36,85000,0,搴蜂繚鍘?
7778,14000,287.17,108000,0,娌芥簮鍘?
7779,7000,216.11,51000,0,灏氫箟鍘?
7780,15000,473.45,155004,0,钄氬幙
7781,8000,258.1,14400,1,闃冲師鍘?
7782,6000,208.67,24000,0,鎬€瀹夊幙
7783,14000,318.48,95800,0,鎬€鏉ュ幙
7784,7000,239.21,115000,0,娑块箍鍘?
7785,31325,880.37,160000,0,璧ゅ煄鍘?
7786,5500,191.28,19200,0,瀹氬叴鍘?
7787,5000,172.82,35550,0,鍞愬幙
7788,16000,396.7,57000,0,楂橀槼鍘?
7789,12000,387.15,60000,0,瀹瑰煄鍘?
7790,3600,117.85,21600,0,娑炴簮鍘?
7791,11750,384.63,55000,0,鏈涢兘鍘?
7792,8000,278.23,52500,1,瀹夋柊鍘?
7793,10000,301.6,53376,0,鏄撳幙
7794,24000,609.32,60000,0,鏇查槼鍘?
7795,20000,512.13,68000,0,锠″幙
7796,7000,220.95,37200,0,椤哄钩鍘?
7797,15000,491.01,185000,0,鍗氶噹鍘?
7798,6000,185.24,47000,0,闆勫幙
7799,30000,737.38,52800,1,娑垮窞甯?
7800,19600,450.9,57996,0,瀹氬窞甯?
7801,4800,162.87,27000,0,瀹夊浗甯?
7802,4000,134.76,40000,0,楂樼搴楀競
7803,18000,400.31,52000,0,寮犲鍙ｅ競
7804,5000,155.51,75000,1,妗ヤ笢鍖?
7805,10000,301.6,150000,0,妗ヨタ鍖?
7806,20000,444.79,165000,0,瀹ｅ寲鍖?
7807,9250,291.96,45000,0,涓嬭姳鍥尯
7808,6800,205.09,70000,0,涓囧叏鍖?
7809,10000,304.18,62000,0,宕囩ぜ鍖?
7810,3600,111.97,80004,0,寮犲寳鍘?
7811,13000,425.55,92250,0,搴蜂繚鍘?
7812,1800,63.72,65000,0,娌芥簮鍘?
7813,13200,347.45,130000,0,灏氫箟鍘?
7814,7000,244.79,120000,0,钄氬幙
7815,6400,221.21,41508,0,闃冲師鍘?
7816,20000,512.13,305000,0,鎬€瀹夊幙
7817,16800,594.72,85000,0,鎬€鏉ュ幙
7818,3350,109.66,30000,0,娑块箍鍘?
7819,7100,219.2,50400,1,璧ゅ煄鍘?
7820,6000,130.43,72000,0,瀹氬叴鍘?
7821,5000,157.82,120000,0,鍞愬幙
7822,1600,51.62,25000,0,楂橀槼鍘?
7823,21000,497.28,55000,1,瀹瑰煄鍘?
7824,8000,271.45,30000,0,娑炴簮鍘?
7825,19000,509.97,65000,0,鏈涢兘鍘?
7826,9200,286.14,29000,1,瀹夋柊鍘?
7827,30000,594.71,57000,1,鏄撳幙
7828,24000,785.62,147000,0,鏇查槼鍘?
7829,4600,158.99,70000,0,锠″幙
7830,13000,392.08,70000,0,椤哄钩鍘?
7831,6000,185.24,59000,0,鍗氶噹鍘?
7832,6400,160.75,36504,1,闆勫幙
7833,24000,538.46,120000,0,娑垮窞甯?
7834,2200,77.34,15000,0,瀹氬窞甯?
7835,4000,124.41,34000,0,瀹夊浗甯?
7836,7200,239.11,90000,0,楂樼搴楀競
7837,5000,162.73,53922,0,寮犲鍙ｅ競
7838,4700,125.18,43215.54,0,妗ヤ笢鍖?
7839,4800,165.91,36000,1,妗ヨタ鍖?
7840,15000,371.91,209004,0,瀹ｅ寲鍖?
7841,10000,217.38,60000,0,涓嬭姳鍥尯
7842,12000,309.91,30000,1,涓囧叏鍖?
7843,11600,358.13,70000,0,宕囩ぜ鍖?
7844,20000,486.26,85000,0,寮犲寳鍘?
7845,9500,332.22,28000,1,搴蜂繚鍘?
7846,3000,93.31,32400,0,娌芥簮鍘?
7847,18000,615.11,132725.38,1,灏氫箟鍘?
7848,25000,777.55,80000,0,钄氬幙
7849,18500,583.92,115000,0,闃冲師鍘?
7850,5000,152.09,65000,0,鎬€瀹夊幙
7851,30000,789.66,160000,1,鎬€鏉ュ幙
7852,32000,1062.71,73000,0,娑块箍鍘?
7853,4800,162.87,35000,0,璧ゅ煄鍘?
7854,3500,83.69,40000,0,瀹氬叴鍘?
7855,35000,932.17,150000,1,鍞愬幙
7856,8000,248.82,72000,0,楂橀槼鍘?
7857,10000,301.6,55000,0,瀹瑰煄鍘?
7858,2000,60.32,30000,0,娑炴簮鍘?
7859,9400,231.05,47000,1,鏈涢兘鍘?
7860,20000,351.28,159996,0,瀹夋柊鍘?
7861,12000,404.27,45000,0,鏄撳幙
7862,26500,379.62,81000,0,鏇查槼鍘?
7863,25000,543.44,110004,0,锠″幙
7864,12000,361.92,62000,0,椤哄钩鍘?
7865,28000,870.85,400000,0,鍗氶噹鍘?
7866,5000,166.05,28800,0,闆勫幙
7867,16000,497.63,62000,1,娑垮窞甯?
7868,11400,373.17,58800,1,瀹氬窞甯?
7869,8000,246.99,45000,0,瀹夊浗甯?
7870,8875,310.36,26124,0,楂樼搴楀競
7871,19000,586.58,48000,1,寮犲鍙ｅ競
7872,8000,263.78,38000,0,妗ヤ笢鍖?
7873,15000,488.18,65000,0,妗ヨタ鍖?
7874,12200,399.36,33012,0,瀹ｅ寲鍖?
7875,20000,486.26,55000,0,涓嬭姳鍥尯
7876,7000,230.8,32000,0,涓囧叏鍖?
7877,25000,581.58,120000,0,宕囩ぜ鍖?
7878,4200,137.49,42499,1,寮犲寳鍘?
7879,4000,120.64,78386,0,搴蜂繚鍘?
7880,10000,315.63,50000,0,娌芥簮鍘?
7881,8000,261.88,50000,0,灏氫箟鍘?
7882,10000,332.1,75996,0,钄氬幙
7883,3000,98.92,43949,0,闃冲師鍘?
7884,15000,466.53,35000,0,鎬€瀹夊幙
7885,22000,679.2,68804,0,鎬€鏉ュ幙
7886,15825,553.4,116000,0,娑块箍鍘?
7887,17000,340.57,57600,0,璧ゅ煄鍘?
7888,4200,130.63,23520,0,瀹氬叴鍘?
7889,9500,293.29,50000,0,鍞愬幙
7890,3250,106.39,49272,0,楂橀槼鍘?
7891,2000,63.13,29000,0,瀹瑰煄鍘?
7892,16500,497.64,130000,0,娑炴簮鍘?
7893,12000,258.47,42000,1,鏈涢兘鍘?
7894,9600,292.01,35360,0,瀹夋柊鍘?
7895,27000,719.1,72000,0,鏄撳幙
7896,4800,157.13,300000,0,鏇查槼鍘?
7897,25000,614.48,98000,0,锠″幙
7898,16800,426.52,64000,0,椤哄钩鍘?
7899,10000,355.99,74520,0,鍗氶噹鍘?
7900,11200,337.8,82000,0,闆勫幙
7901,6000,195.27,42000,0,娑垮窞甯?
7902,18200,604.42,55000,1,瀹氬窞甯?
7903,15000,505.34,125000,0,瀹夊浗甯?
7904,2500,76.05,28000,0,楂樼搴楀競
7905,14400,478.22,85000,0,寮犲鍙ｅ競
7906,7000,152.17,27000,0,妗ヤ笢鍖?
7907,5600,190.02,120000,0,妗ヨタ鍖?
7908,35000,850.95,76000,0,瀹ｅ寲鍖?
7909,9000,298.89,40000,0,涓嬭姳鍥尯
7910,12000,301.41,65340,0,涓囧叏鍖?
7911,13600,278.96,103000,0,宕囩ぜ鍖?
7912,8000,246.99,138000,0,寮犲寳鍘?
7913,6000,186.61,35000,0,搴蜂繚鍘?
7914,4500,136.88,15600,0,娌芥簮鍘?
7915,12000,361.92,50000,0,灏氫箟鍘?
7916,3000,93.31,50000,1,钄氬幙
7917,28000,594.78,150000,0,闃冲師鍘?
7918,18000,555.71,155000,0,鎬€瀹夊幙
7919,20950,566.66,46800,0,鎬€鏉ュ幙
7920,4000,139.12,28000,0,娑块箍鍘?
7921,15000,333.6,60000,1,璧ゅ煄鍘?
7922,2300,57.77,35000,1,瀹氬叴鍘?
7923,7500,245.51,71500,0,鍞愬幙
7924,35000,983.66,125000,0,楂橀槼鍘?
7925,19200,539.61,80000,1,瀹瑰煄鍘?
7926,10000,215.39,60000,0,娑炴簮鍘?
7927,9000,296.75,61000,0,鏈涢兘鍘?
7928,29100,759.53,45000,0,瀹夋柊鍘?
7929,1500,45.63,45000,0,鏄撳幙
7930,24000,654.16,125000,1,鏇查槼鍘?
7931,35000,991.1,120000,0,锠″幙
7932,6000,193.58,28440,0,椤哄钩鍘?
7933,8875,267.67,30000,0,鍗氶噹鍘?
7934,5000,155.51,24000,0,闆勫幙
7935,35000,1129.19,130000,0,娑垮窞甯?
7936,12000,365.01,80000,0,瀹氬窞甯?
7937,35000,1139.08,120000,0,瀹夊浗甯?
7938,6000,197.83,50000,0,楂樼搴楀競
7939,12250,395.22,28800,0,寮犲鍙ｅ競
7940,6000,203.59,57000,0,妗ヤ笢鍖?
7941,3000,98.92,34580,1,妗ヨタ鍖?
7942,8650,273.02,60682,0,瀹ｅ寲鍖?
7943,20000,532.67,63000,0,涓嬭姳鍥尯
7944,23400,727.78,66960,0,涓囧叏鍖?
7945,7000,217.72,73000,0,宕囩ぜ鍖?
7946,20000,353.46,105000,0,寮犲寳鍘?
7947,10000,349.7,115000,0,搴蜂繚鍘?
7948,20000,478.22,140000,0,娌芥簮鍘?
7949,20000,324.87,70000,0,灏氫箟鍘?
7950,7000,230.8,72000,0,钄氬幙
7951,10000,355.99,60000,0,闃冲師鍘?
7952,5000,150.8,42000,0,鎬€瀹夊幙
7953,32000,995.26,170000,0,鎬€鏉ュ幙
7954,13200,444.7,95000,0,娑块箍鍘?
7955,6500,212.78,55000,0,璧ゅ煄鍘?
7956,15000,531,58000,0,瀹氬叴鍘?
7957,25000,874.25,70000,0,鍞愬幙
7958,8000,243.34,38000,1,楂橀槼鍘?
7959,10200,331.96,38000,0,瀹瑰煄鍘?
7960,15000,466.53,92500,0,娑炴簮鍘?
7961,18000,387.7,92000,1,鏈涢兘鍘?
7962,3600,111.97,70000,1,瀹夋柊鍘?
7963,6400,202.01,50000,0,鏄撳幙
7964,1500,45.24,98400,0,鏇查槼鍘?
7965,7525,248.11,50000,0,锠″幙
7966,12000,398.52,70000,0,椤哄钩鍘?
7967,12000,272.98,115000,0,鍗氶噹鍘?
7968,4000,140.61,51684.36,0,闆勫幙
7969,10000,349.7,65000,0,娑垮窞甯?
7970,19000,612.99,114000,0,瀹氬窞甯?
7971,4500,142.04,26000,1,瀹夊浗甯?
7972,24000,730.02,107000,0,楂樼搴楀競
7973,3900,134.8,20400,0,寮犲鍙ｅ競
7974,7000,225.84,28000,0,妗ヤ笢鍖?
7975,12600,306.35,42000,1,妗ヨタ鍖?
7976,1300,39.21,24000,0,瀹ｅ寲鍖?
7977,10200,358.56,170000,0,涓嬭姳鍥尯
7978,13000,212.19,36000,0,涓囧叏鍖?
7979,2000,60.32,35000,0,宕囩ぜ鍖?
7980,14000,458.28,104000,0,寮犲寳鍘?
7981,3300,100.38,30000,0,搴蜂繚鍘?
7982,3500,122.4,62400,0,娌芥簮鍘?
7983,13600,451.65,121000,0,灏氫箟鍘?
7984,25000,390.86,60000,0,钄氬幙
7985,25000,436.46,117000,0,闃冲師鍘?
7986,10000,322.63,85000,0,鎬€瀹夊幙
7987,14400,331.27,100000,0,鎬€鏉ュ幙
7988,30000,805.21,85000,0,娑块箍鍘?
7989,32400,737.04,150000,0,璧ゅ煄鍘?
7990,28000,467.59,73000,0,瀹氬叴鍘?
7991,28000,984.26,95004,0,鍞愬幙
7992,10000,332.1,83000,0,楂橀槼鍘?
7993,21250,400.65,64500,0,瀹瑰煄鍘?
7994,15000,505.34,48500,0,娑炴簮鍘?
7995,7650,281.55,39000,1,鏈涢兘鍘?
7996,13150,191.29,35000,0,瀹夋柊鍘?
7997,8500,276.64,49000,0,鏄撳幙
7998,14400,320.25,160000,0,鏇查槼鍘?
7999,2200,74.65,80000,0,锠″幙
8000,3550,117.05,10200,1,椤哄钩鍘?
8001,15000,348.95,60000,0,鍗氶噹鍘?
8002,11400,371.02,118000,0,闆勫幙
8003,7000,217.72,60000,0,娑垮窞甯?
8004,5375,175.95,24000,0,瀹氬窞甯?
8005,1000,30.16,80400,0,瀹夊浗甯?
8006,9000,191.18,146760,0,楂樼搴楀競
8007,12800,416.58,60000,0,寮犲鍙ｅ競
8008,18000,262.48,43000,0,妗ヤ笢鍖?
8009,35000,1288.1,125000,0,妗ヨタ鍖?
8010,7500,153.84,70800,0,瀹ｅ寲鍖?
8011,7950,278.01,41000,0,涓嬭姳鍥尯
8012,6800,225.83,55000.99,0,涓囧叏鍖?
8013,1000,22.24,56196,0,宕囩ぜ鍖?
8014,12000,284.16,62000,0,寮犲寳鍘?
8015,10000,304.18,78000,0,搴蜂繚鍘?
8016,3500,117.92,38400,0,娌芥簮鍘?
8017,13200,312.58,95400,0,灏氫箟鍘?
8018,6075,191.75,28800,0,钄氬幙
8019,20000,313.57,162000,0,闃冲師鍘?
8020,13200,324.45,57600,0,鎬€瀹夊幙
8021,2200,77.34,45500,0,鎬€鏉ュ幙
8022,7000,148.7,69600,0,娑块箍鍘?
8023,9000,305.38,90000,0,璧ゅ煄鍘?
8024,21000,542.33,160000,0,瀹氬叴鍘?
8025,15000,466.53,66000,0,鍞愬幙
8026,5500,187.96,24000,0,楂橀槼鍘?
8027,4950,113.88,48000,0,瀹瑰煄鍘?
8028,14400,313.02,70000,1,娑炴簮鍘?
8029,1000,32.74,60000,0,鏈涢兘鍘?
8030,12000,291.76,83004,0,瀹夋柊鍘?
8031,17500,430.14,35280,1,鏄撳幙
8032,11200,387.11,91200,1,鏇查槼鍘?
8033,3600,85.25,64668,1,锠″幙
8034,12000,361.92,46000,0,椤哄钩鍘?
8035,25000,352.36,73703,0,鍗氶噹鍘?
8036,8000,263.78,105600,0,闆勫幙
8037,5000,162.73,90000,0,娑垮窞甯?
8038,1000,32.27,36000,0,瀹氬窞甯?
8039,30000,558.59,80000,0,瀹夊浗甯?
8040,7200,235.69,30000,0,楂樼搴楀競
8041,28000,485.38,91000,0,寮犲鍙ｅ競
8042,16000,421.15,136500,0,妗ヤ笢鍖?
8043,20000,444.79,57000,0,妗ヨタ鍖?
8044,10000,304.18,144000,0,瀹ｅ寲鍖?
8045,6000,182.51,29000,0,涓嬭姳鍥尯
8046,2400,79.14,18000,0,涓囧叏鍖?
8047,14000,301.54,82000,0,宕囩ぜ鍖?
8048,35000,1145.69,82000,1,寮犲寳鍘?
8049,12000,291.76,74000,0,搴蜂繚鍘?
8050,20500,637.59,50000,0,娌芥簮鍘?
8051,16000,344.62,61000,0,灏氫箟鍘?
8052,14000,425.85,180000,0,钄氬幙
8053,7200,184.37,60000,0,闃冲師鍘?
8054,1500,54.83,24000,0,鎬€瀹夊幙
8055,5800,176.43,24000,0,鎬€鏉ュ幙
8056,31000,524.59,43200,1,娑块箍鍘?
8057,8000,271.45,50000,1,璧ゅ煄鍘?
8058,6000,210.92,20000,0,瀹氬叴鍘?
8059,6300,207.72,55000,0,鍞愬幙
8060,2900,63.77,63996,0,楂橀槼鍘?
8061,9175,300.34,125000,0,瀹瑰煄鍘?
8062,8500,256.36,120000,0,娑炴簮鍘?
8063,15075,327.7,54000,0,鏈涢兘鍘?
8064,12000,365.01,70000,0,瀹夋柊鍘?
8065,10000,304.18,105000,0,鏄撳幙
8066,14075,327.43,65000,1,鏇查槼鍘?
8067,9000,271.44,59520,0,锠″幙
8068,12000,370.48,66500,0,椤哄钩鍘?
8069,12000,414.76,25536,0,鍗氶噹鍘?
8070,17000,402.56,100000,0,闆勫幙
8071,6000,208.67,56000,0,娑垮窞甯?
8072,3300,101.88,40000,0,瀹氬窞甯?
8073,2800,88.38,110000,0,瀹夊浗甯?
