,loan_amnt,installment,annual_inc,result
2978,7200.0,264.04,35000.0,1
2979,3200.0,106.93,38000.0,0
2980,30000.0,785.17,150000.0,0
2981,15600.0,515.99,70000.0,0
2982,5600.0,134.02,51600.0,1
2983,3000.0,99.23,37000.0,0
2984,18000.0,563.23,55000.0,0
2985,7200.0,238.15,30000.0,0
2986,16000.0,395.67,120000.0,0
2987,3000.0,100.64,39192.0,1
2988,24000.0,622.97,65000.0,0
2989,6000.0,182.62,50000.0,0
2990,15000.0,382.95,45000.0,0
2991,25000.0,835.39,162480.0,0
2992,10000.0,304.36,60000.0,0
2993,15000.0,460.56,36000.0,0
2994,5000.0,132.22,97008.0,0
2995,30000.0,921.11,89028.0,0
2996,5000.0,167.08,22000.0,0
2997,7500.0,266.54,120000.0,0
2998,35000.0,786.01,64620.0,0
2999,16800.0,511.32,75000.0,0
3000,35000.0,874.93,97936.0,1
3001,1800.0,56.0,58000.0,0
3002,16000.0,572.6,63336.0,0
3003,3000.0,100.25,90000.0,0
3004,5000.0,153.52,40000.0,0
3005,24000.0,566.56,64480.0,1
3006,13000.0,412.8,25000.0,0
3007,4000.0,135.73,30000.0,0
3008,25000.0,648.93,150000.0,0
3009,15000.0,469.36,85000.0,0
3010,35000.0,1095.16,120000.0,0
3011,10000.0,334.16,56000.0,0
3012,10000.0,330.76,73000.0,0
3013,14400.0,469.06,45000.0,0
3014,35000.0,997.16,108600.0,1
3015,6075.0,203.0,12000.0,1
3016,8000.0,245.63,62400.0,0
3017,20000.0,499.96,57000.0,0
3018,35000.0,1095.16,125000.0,0
3019,17400.0,444.22,48000.0,1
3020,16000.0,402.65,32000.0,0
3021,1600.0,53.47,53616.0,0
3022,12800.0,265.09,50400.0,0
3023,7750.0,237.96,70000.0,0
3024,18000.0,497.76,49989.0,1
3025,5700.0,162.4,95000.0,0
3026,12000.0,287.19,52000.0,0
3027,6000.0,203.59,31200.0,0
3028,3000.0,101.8,130000.0,0
3029,5600.0,175.23,36000.0,0
3030,8000.0,275.96,33000.0,1
3031,30000.0,1066.16,100000.0,0
3032,20000.0,678.61,85000.0,0
3033,10000.0,212.03,60000.0,0
3034,24000.0,773.4,50400.0,0
3035,10800.0,287.94,95000.0,1
3036,17600.0,404.89,90000.0,1
3037,5100.0,159.59,53000.0,0
3038,6000.0,201.27,77000.0,0
3039,1400.0,47.51,55000.0,0
3040,8000.0,281.1,74500.0,0
3041,7500.0,250.62,40000.0,0
3042,3175.0,96.64,28800.0,0
3043,18000.0,563.23,96720.0,0
3044,10000.0,344.95,99275.0,0
3045,7000.0,219.04,73000.0,0
3046,20000.0,472.14,50000.0,1
3047,20500.0,453.02,85000.0,0
3048,14800.0,369.98,39000.0,0
3049,30000.0,690.15,135000.0,1
3050,3000.0,91.31,66000.0,0
3051,5800.0,144.99,51000.0,0
3052,4000.0,130.3,52500.0,0
3053,6000.0,201.27,40000.0,0
3054,32275.0,713.22,77000.0,0
3055,35000.0,1269.73,162000.0,1
3056,7800.0,165.39,50004.0,0
3057,6000.0,190.52,27600.0,0
3058,6300.0,217.32,60000.0,1
3059,18000.0,397.77,60000.0,1
3060,5000.0,158.77,36400.0,0
3061,16000.0,534.65,72000.0,1
3062,5000.0,158.77,24000.0,0
3063,12000.0,440.06,62200.0,0
3064,12000.0,248.52,50000.0,1
3065,30000.0,636.09,76800.0,0
3066,1300.0,40.68,41000.0,0
3067,16000.0,486.97,84000.0,0
3068,11250.0,404.35,96000.0,0
3069,7000.0,251.6,52800.0,0
3070,5000.0,155.56,52000.0,0
3071,8000.0,250.33,64000.0,0
3072,12000.0,381.04,38400.0,0
3073,4000.0,121.75,48000.0,0
3074,7000.0,225.58,130000.0,0
3075,7600.0,231.32,70920.0,0
3076,20000.0,499.96,93000.0,0
3077,10000.0,330.76,48132.0,0
3078,8000.0,245.63,42000.0,0
3079,12000.0,269.49,60000.0,0
3080,16500.0,364.62,33000.0,1
3081,4475.0,145.77,15000.0,0
3082,5750.0,182.59,17000.0,0
3083,14600.0,386.08,75000.0,0
3084,11200.0,309.72,75000.0,0
3085,4900.0,149.14,77000.0,0
3086,10000.0,311.11,127500.0,0
3087,16000.0,486.97,143000.0,0
3088,25200.0,612.28,68400.0,0
3089,18650.0,511.6,90000.0,1
3090,12000.0,396.92,64000.0,0
3091,3600.0,120.77,90000.0,0
3092,15600.0,392.59,48000.0,0
3093,15000.0,496.14,60000.0,0
3094,19200.0,662.29,88900.0,0
3095,9600.0,331.15,60000.0,0
3096,13200.0,410.67,83625.0,0
3097,16000.0,497.78,50000.0,0
3098,12000.0,368.45,60000.0,1
3099,12000.0,296.75,93000.0,1
3100,4000.0,137.24,75000.0,0
3101,5000.0,156.46,40000.0,1
3102,30000.0,847.96,102500.0,1
3103,35000.0,1276.6,146000.0,0
3104,5000.0,153.52,46000.0,0
3105,6000.0,210.83,60000.0,0
3106,5700.0,147.96,40000.0,0
3107,5000.0,165.38,70000.0,0
3108,23000.0,529.11,45948.0,1
3109,12000.0,296.75,80600.0,0
3110,25000.0,539.21,79000.0,0
3111,6000.0,193.35,57600.0,0
3112,10000.0,311.11,60000.0,0
3113,7500.0,194.68,150000.0,0
3114,7000.0,219.04,74346.0,0
3115,10000.0,343.09,40992.0,0
3116,20000.0,678.61,52000.0,0
3117,9600.0,300.39,145000.0,0
3118,20000.0,510.6,58000.0,0
3119,6550.0,213.36,47000.0,0
3120,2500.0,80.57,53000.0,0
3121,12000.0,314.07,56004.0,0
3122,2500.0,80.57,13200.0,1
3123,30400.0,827.22,110000.0,0
3124,11300.0,255.33,59500.0,0
3125,8575.0,316.15,27840.0,1
3126,16000.0,529.22,42494.0,1
3127,13000.0,287.28,33600.0,0
3128,8500.0,276.88,60353.0,0
3129,6000.0,201.27,40000.0,0
3130,8800.0,267.84,65000.0,0
3131,25000.0,826.9,102000.0,0
3132,6000.0,186.67,32468.8,0
3133,12000.0,390.88,95000.0,0
3134,9600.0,237.4,60000.0,0
3135,8300.0,259.71,35000.0,0
3136,5500.0,197.69,33900.0,0
3137,35000.0,1095.16,95000.0,0
3138,3000.0,99.23,40000.0,0
3139,2500.0,84.83,50000.0,0
3140,12000.0,426.47,64000.0,0
3141,7200.0,225.29,149000.0,0
3142,2000.0,61.41,50000.0,0
3143,22000.0,816.6,70000.0,0
3144,14000.0,438.07,28800.0,0
3145,7500.0,257.32,57000.0,0
3146,6000.0,193.35,82000.0,0
3147,15000.0,392.59,55000.0,1
3148,22900.0,584.63,55000.0,1
3149,3500.0,106.53,50000.0,0
3150,35000.0,944.71,70000.0,0
3151,1950.0,65.42,12000.0,0
3152,12000.0,368.45,50000.0,0
3153,5000.0,171.55,35000.0,0
3154,6250.0,156.24,55000.0,0
3155,15000.0,377.49,48000.0,0
3156,30000.0,793.32,173156.0,0
3157,7000.0,219.04,60000.0,0
3158,2600.0,79.14,50000.0,0
3159,14000.0,429.86,150000.0,0
3160,15000.0,514.64,192000.0,0
3161,14300.0,435.23,90000.0,0
3162,15600.0,379.04,52000.0,0
3163,19000.0,469.86,45000.0,0
3164,6000.0,195.44,126000.0,1
3165,3000.0,100.25,31200.0,0
3166,3500.0,117.41,34000.0,0
3167,2250.0,81.63,15600.0,0
3168,8400.0,185.63,70000.0,0
3169,5000.0,161.13,36000.0,0
3170,16000.0,411.89,46000.0,0
3171,27575.0,650.96,100500.0,0
3172,14000.0,438.07,150000.0,1
3173,35000.0,933.14,191000.0,1
3174,30000.0,799.84,69996.0,0
3175,5000.0,152.18,72000.0,0
3176,7500.0,248.07,153000.0,0
3177,3000.0,93.88,10000.0,0
3178,9000.0,328.27,70000.0,0
3179,24000.0,530.36,48000.0,0
3180,13000.0,306.89,60000.0,0
3181,5500.0,179.16,36000.0,0
3182,3500.0,115.77,30000.0,1
3183,35000.0,790.82,131000.0,0
3184,24000.0,762.08,95000.0,0
3185,21000.0,528.48,150000.0,1
3186,13200.0,309.0,75000.0,1
3187,30000.0,966.75,130000.0,0
3188,12000.0,381.04,73200.0,0
3189,5000.0,153.52,50793.6,0
3190,6850.0,177.81,54000.0,1
3191,12000.0,375.49,60000.0,0
3192,15000.0,399.92,75000.0,0
3193,20000.0,478.64,75000.0,1
3194,5000.0,177.7,50000.0,1
3195,35000.0,786.01,150000.0,0
3196,1500.0,47.63,48000.0,0
3197,12000.0,280.91,60000.0,1
3198,21000.0,528.48,51000.0,1
3199,6000.0,190.52,100000.0,0
3200,35000.0,874.93,97500.0,1
3201,12400.0,296.76,60000.0,0
3202,30000.0,966.75,110000.0,0
3203,1200.0,41.18,90216.0,1
3204,7000.0,217.78,47000.0,0
3205,5600.0,175.23,70000.0,0
3206,4200.0,144.1,80000.0,0
3207,7000.0,247.11,35000.0,0
3208,25000.0,838.63,120000.0,0
3209,8500.0,258.71,80000.0,0
3210,3000.0,93.88,67000.0,0
3211,1600.0,49.78,15120.0,0
3212,35000.0,908.5,75000.0,1
3213,3400.0,114.06,11000.0,0
3214,10000.0,368.69,31000.0,1
3215,10000.0,307.04,66000.0,0
3216,3500.0,123.56,50000.0,1
3217,24000.0,628.14,62000.0,1
3218,35000.0,1095.16,95000.0,0
3219,14000.0,469.63,60000.0,0
3220,9600.0,224.73,65196.0,0
3221,15000.0,496.14,40000.0,0
3222,1000.0,33.08,91000.0,0
3223,4000.0,122.82,94000.0,0
3224,20000.0,635.07,63440.0,0
3225,14000.0,438.07,90000.0,0
3226,15000.0,456.54,400000.0,0
3227,20000.0,441.97,63239.8,1
3228,15000.0,460.56,31200.0,0
3229,23000.0,538.4,73000.0,0
3230,6800.0,228.11,34600.0,0
3231,30000.0,662.95,115000.0,1
3232,26375.0,690.3,42000.0,0
3233,6400.0,211.69,80000.0,0
3234,10200.0,323.89,90000.0,0
3235,30000.0,933.33,125000.0,0
3236,12000.0,248.52,60000.0,0
3237,12000.0,299.98,100000.0,0
3238,15000.0,374.97,70000.0,0
3239,15000.0,370.94,136000.0,0
3240,8000.0,248.89,65000.0,0
3241,19000.0,402.86,80000.0,0
3242,9250.0,289.44,31200.0,0
3243,35000.0,773.44,68000.0,0
3244,18000.0,603.81,180396.0,0
3245,4600.0,115.0,37000.0,0
3246,5400.0,180.45,40000.0,0
3247,14400.0,344.62,60000.0,1
3248,3000.0,71.8,56004.0,0
3249,1450.0,48.46,36000.0,0
3250,12000.0,306.36,24000.0,1
3251,7200.0,228.63,80000.0,0
3252,6000.0,155.75,38400.0,0
3253,12000.0,271.14,90000.0,0
3254,6000.0,184.23,76800.0,0
3255,8000.0,294.95,82000.0,0
3256,12600.0,254.88,48000.0,0
3257,35000.0,1111.37,70500.0,0
3258,8400.0,261.34,130000.0,0
3259,11425.0,368.18,57000.0,0
3260,20000.0,431.37,52000.0,0
3261,16000.0,534.65,80000.0,0
3262,24000.0,561.81,76320.0,1
3263,2700.0,89.31,40800.0,1
3264,20400.0,674.75,112000.0,0
3265,3000.0,100.64,56000.0,0
3266,35000.0,967.86,145000.0,0
3267,6000.0,200.5,30000.0,0
3268,6000.0,182.62,31000.0,0
3269,3000.0,99.23,36000.0,0
3270,9000.0,281.62,26785.0,0
3271,15000.0,351.13,95000.0,0
3272,5000.0,153.52,24960.0,0
3273,8000.0,197.84,60000.0,0
3274,7200.0,219.14,56000.0,0
3275,20000.0,635.07,121000.0,0
3276,2300.0,71.97,109200.0,0
3277,14400.0,344.62,50000.0,0
3278,35000.0,952.39,120000.0,0
3279,4375.0,146.76,15000.0,0
3280,10000.0,274.32,48529.0,0
3281,5600.0,175.23,134000.0,0
3282,5000.0,167.73,72000.0,0
3283,6000.0,190.52,110000.0,0
3284,8000.0,264.61,55000.0,0
3285,12000.0,291.57,116000.0,1
3286,5000.0,152.18,70000.0,0
3287,35000.0,773.44,280000.0,0
3288,2800.0,95.01,45000.0,0
3289,15000.0,527.06,106000.0,0
3290,3500.0,125.26,21000.0,0
3291,20000.0,449.15,80000.0,0
3292,14000.0,451.15,90000.0,1
3293,11200.0,360.92,85000.0,0
3294,20000.0,523.45,116000.0,0
3295,14000.0,469.63,76000.0,0
3296,6000.0,124.26,21624.0,1
3297,4000.0,128.9,60000.0,0
3298,24925.0,623.08,117961.0,1
3299,5000.0,152.18,120000.0,0
3300,3500.0,106.53,75000.0,0
3301,2700.0,91.62,98450.0,0
3302,12800.0,329.51,47712.0,1
3303,14400.0,359.98,34008.0,0
3304,7800.0,244.07,54000.0,0
3305,10000.0,322.25,53500.0,0
3306,5600.0,201.28,121440.0,0
3307,5000.0,161.13,37516.8,1
3308,35000.0,981.45,120000.0,0
3309,3200.0,105.85,60000.0,0
3310,12000.0,368.45,93000.0,0
3311,20000.0,661.52,172000.0,0
3312,5000.0,155.56,24000.0,0
3313,5500.0,167.4,28800.0,0
3314,12000.0,431.31,80000.0,0
3315,7000.0,222.28,75000.0,0
3316,2000.0,51.49,42000.0,0
3317,35000.0,944.71,160000.0,0
3318,35000.0,981.45,106000.0,0
3319,30750.0,1115.55,80000.0,1
3320,12000.0,248.52,118392.0,0
3321,5325.0,182.7,32000.0,0
3322,6800.0,221.5,122400.0,0
3323,8400.0,204.1,35004.0,0
3324,13000.0,412.8,110000.0,0
3325,1500.0,48.86,34056.0,0
3326,30000.0,636.09,72000.0,0
3327,16950.0,389.93,37440.0,1
3328,6625.0,240.35,64800.0,0
3329,8000.0,211.56,32712.0,1
3330,10000.0,334.16,37000.0,0
3331,19000.0,429.3,38000.0,0
3332,5000.0,165.38,48000.0,0
3333,35000.0,925.54,70000.0,0
3334,29850.0,1082.9,59700.0,0
3335,10675.0,327.77,75600.0,0
3336,6650.0,169.78,37008.0,0
3337,12000.0,400.99,37076.0,0
3338,4150.0,149.16,45000.0,0
3339,13650.0,481.86,57600.0,1
3340,5000.0,172.48,105000.0,0
3341,15000.0,496.14,68962.0,1
3342,7200.0,234.53,45000.0,1
3343,24000.0,762.08,85000.0,0
3344,6400.0,208.47,20000.0,0
3345,8000.0,286.3,84000.0,0
3346,10600.0,262.13,72800.0,1
3347,7000.0,237.52,40000.0,1
3348,7500.0,234.68,35000.0,0
3349,6000.0,198.46,30000.0,0
3350,10775.0,350.98,30000.0,0
3351,10000.0,347.98,80000.0,0
3352,2400.0,77.34,30000.0,0
3353,6600.0,164.99,43500.0,0
3354,7500.0,238.15,83000.0,0
3355,30000.0,921.11,80000.0,0
3356,3200.0,112.97,115500.0,0
3357,8000.0,274.48,35000.0,0
3358,5000.0,181.39,38000.0,1
3359,21000.0,704.45,267000.0,0
3360,15000.0,338.93,34000.0,0
3361,13500.0,273.09,27000.0,0
3362,5000.0,156.46,37000.0,0
3363,20000.0,494.59,79000.0,0
3364,7500.0,230.28,49000.0,0
3365,14125.0,479.27,60000.0,0
3366,20000.0,651.47,120000.0,0
3367,25000.0,561.44,67000.0,0
3368,17325.0,391.46,45000.0,0
3369,14125.0,360.61,45780.0,0
3370,7000.0,234.82,85000.0,0
3371,14000.0,289.94,150000.0,0
3372,12250.0,372.84,56000.0,0
3373,5200.0,165.12,55000.0,0
3374,35000.0,1095.16,70000.0,0
3375,7000.0,237.52,38000.0,0
3376,18225.0,481.94,58000.0,1
3377,12000.0,287.19,34440.0,1
3378,10000.0,339.31,43000.0,0
3379,2000.0,62.23,22800.0,0
3380,17400.0,484.04,211000.0,0
3381,6000.0,182.62,62400.0,0
3382,5600.0,182.42,39600.0,0
3383,6000.0,193.35,88000.0,0
3384,32000.0,897.33,108000.0,0
3385,6000.0,186.67,72600.0,0
3386,6000.0,182.62,15000.0,0
3387,25000.0,782.26,156000.0,0
3388,20000.0,503.32,66000.0,1
3389,5000.0,171.55,85000.0,0
3390,7000.0,241.46,80000.0,0
3391,5000.0,162.87,34992.0,0
3392,15000.0,488.6,44400.0,1
3393,27250.0,865.28,63200.0,0
3394,12000.0,386.7,65000.0,0
3395,4000.0,122.82,47580.0,0
3396,24000.0,542.28,66000.0,1
3397,14400.0,483.05,135000.0,0
3398,6550.0,204.96,29500.0,0
3399,7000.0,231.54,60000.0,0
3400,12000.0,254.44,106320.0,0
3401,7500.0,251.59,40000.0,0
3402,6250.0,223.68,28000.0,1
3403,3000.0,92.12,47000.0,0
3404,2500.0,82.69,24000.0,0
3405,3000.0,97.72,71000.0,0
3406,6200.0,139.24,38400.0,0
3407,4800.0,152.42,70000.0,1
3408,26000.0,707.49,52000.0,1
3409,3700.0,112.62,75000.0,0
3410,15000.0,547.12,47000.0,0
3411,12000.0,390.88,120000.0,0
3412,1200.0,37.55,20400.0,0
3413,15000.0,370.94,58000.0,1
3414,6000.0,141.64,50000.0,0
3415,3000.0,99.23,46000.0,0
3416,1600.0,58.05,14400.0,0
3417,6000.0,186.67,59000.0,0
3418,20000.0,544.23,101657.0,1
3419,25000.0,638.25,73000.0,1
3420,6450.0,166.05,23000.0,0
3421,3000.0,107.83,130000.0,0
3422,6600.0,209.58,64000.0,0
3423,14400.0,380.8,160000.0,0
3424,5200.0,182.72,30000.0,0
3425,7000.0,240.17,62000.0,0
3426,12000.0,365.23,60000.0,0
3427,20000.0,544.23,54000.0,1
3428,12000.0,254.44,40000.0,0
3429,7200.0,219.14,75000.0,0
3430,25000.0,564.87,41658.0,0
3431,15000.0,508.96,100000.0,0
3432,14300.0,385.98,75000.0,1
3433,10000.0,317.54,30000.0,0
3434,6000.0,193.35,52800.0,0
3435,20000.0,533.23,80000.0,1
3436,15000.0,456.54,31200.0,0
3437,29000.0,902.22,67000.0,0
3438,20800.0,448.63,41000.0,0
3439,10000.0,343.09,78000.0,1
3440,3500.0,72.49,55200.0,0
3441,3600.0,120.3,45000.0,0
3442,15000.0,336.86,41000.0,0
3443,16000.0,382.92,51000.0,0
3444,30000.0,1088.34,131000.0,0
3445,13575.0,449.01,60000.0,1
3446,10000.0,251.66,70000.0,0
3447,35000.0,967.86,67000.0,0
3448,20000.0,468.17,57000.0,0
3449,12500.0,380.45,180000.0,0
3450,35000.0,786.01,270000.0,0
3451,5000.0,183.36,102240.0,0
3452,10000.0,343.09,65000.0,0
3453,3600.0,127.94,47000.0,0
3454,10000.0,347.98,30000.0,1
3455,5200.0,174.44,55684.0,0
3456,18000.0,475.99,45000.0,1
3457,9600.0,300.39,70560.0,0
3458,15000.0,374.97,49000.0,0
3459,12000.0,400.99,30000.0,0
3460,9400.0,202.75,22887.0,0
3461,12000.0,276.06,63919.2,0
3462,6000.0,186.67,38000.0,0
3463,10000.0,307.04,45000.0,0
3464,3000.0,69.02,28080.0,0
3465,29275.0,803.07,185000.0,0
3466,35000.0,786.01,125000.0,1
3467,15600.0,404.94,80000.0,1
3468,10000.0,322.25,21600.0,0
3469,6000.0,193.35,36000.0,0
3470,4725.0,106.12,37500.0,0
3471,2000.0,65.15,8400.0,0
3472,5400.0,164.36,42000.0,0
3473,16000.0,408.48,70000.0,1
3474,2500.0,76.76,36538.32,0
3475,24800.0,580.53,95000.0,0
3476,15000.0,469.36,90000.0,0
3477,15750.0,483.59,54000.0,0
3478,4800.0,152.42,42000.0,0
3479,16000.0,500.65,70000.0,0
3480,24000.0,634.66,62000.0,0
3481,15000.0,501.23,180000.0,0
3482,28000.0,876.13,65000.0,0
3483,6000.0,187.75,30000.0,0
3484,8000.0,257.8,32000.0,0
3485,20000.0,686.18,234000.0,0
3486,3000.0,95.26,60000.0,0
3487,20000.0,533.23,84000.0,1
3488,16000.0,575.08,50000.0,0
3489,2000.0,67.09,24000.0,1
3490,10000.0,307.04,75000.0,0
3491,12000.0,271.14,48000.0,0
3492,35000.0,925.54,204000.0,0
3493,35000.0,1157.66,250000.0,0
3494,25000.0,695.46,66362.04,1
3495,35000.0,933.14,82000.0,1
3496,17100.0,400.29,94000.0,0
3497,20000.0,441.97,179000.0,0
3498,12000.0,299.98,65000.0,0
3499,10000.0,304.36,40000.0,0
3500,20000.0,441.97,48000.0,0
3501,4500.0,148.85,48000.0,0
3502,3200.0,105.85,81100.0,0
3503,14000.0,438.07,37947.0,0
3504,21000.0,576.07,120000.0,0
3505,20000.0,661.52,70000.0,0
3506,20000.0,460.1,300000.0,0
3507,10800.0,360.89,86000.0,0
3508,15875.0,399.51,32400.0,1
3509,14500.0,453.71,162000.0,0
3510,15000.0,496.14,53808.0,0
3511,15000.0,514.64,67200.0,0
3512,16000.0,361.52,70000.0,0
3513,12000.0,386.7,47500.0,0
3514,4000.0,122.82,190000.0,0
3515,28000.0,746.52,55000.0,0
3516,3500.0,106.53,37980.0,0
3517,12000.0,368.45,38000.0,0
3518,6800.0,219.13,53000.0,0
3519,35000.0,916.03,110000.0,1
3520,10925.0,366.48,96000.0,0
3521,8650.0,274.67,60000.0,0
3522,3500.0,111.14,59000.0,0
3523,35000.0,1140.07,90000.0,0
3524,15000.0,323.53,200000.0,0
3525,4950.0,154.89,13200.0,0
3526,10000.0,343.09,90000.0,1
3527,10000.0,312.91,66000.0,0
3528,4800.0,161.02,33000.0,0
3529,3200.0,108.58,78000.0,0
3530,10575.0,233.69,50000.0,0
3531,3000.0,96.68,34800.0,0
3532,2850.0,99.18,19200.0,0
3533,6000.0,205.86,195000.0,0
3534,2500.0,82.69,67000.0,0
3535,15000.0,533.08,133000.0,0
3536,12500.0,314.57,74400.0,0
3537,14000.0,438.07,72000.0,0
3538,3700.0,130.01,40000.0,0
3539,3000.0,93.88,18000.0,0
3540,1800.0,62.09,70000.0,0
3541,5000.0,158.77,35000.0,0
3542,13600.0,425.55,88000.0,0
3543,32875.0,860.42,87600.0,0
3544,10000.0,334.16,78000.0,0
3545,20000.0,460.1,84000.0,0
3546,21100.0,670.0,72000.0,0
3547,12000.0,390.88,42000.0,0
3548,20000.0,431.37,133000.0,0
3549,10000.0,307.04,85000.0,0
3550,24000.0,599.96,106000.0,0
3551,15000.0,456.54,50000.0,0
3552,5000.0,169.66,38400.0,0
3553,8000.0,284.31,40000.0,1
3554,16000.0,486.97,98000.0,0
3555,21000.0,657.1,79000.0,0
3556,4000.0,130.3,300000.0,0
3557,4400.0,145.54,120000.0,0
3558,12000.0,276.06,100000.0,1
3559,15000.0,456.54,57500.0,0
3560,7000.0,241.46,50000.0,0
3561,4000.0,95.73,19200.0,0
3562,7750.0,259.98,29000.0,0
3563,11500.0,365.17,55000.0,0
3564,22750.0,572.52,45000.0,0
3565,18000.0,595.37,85000.0,0
3566,12000.0,269.49,39481.0,0
3567,15000.0,521.97,30000.0,0
3568,35000.0,925.54,300000.0,0
3569,25000.0,552.46,75000.0,0
3570,22000.0,727.68,84000.0,0
3571,25600.0,599.26,86000.0,0
3572,9000.0,276.34,54000.0,0
3573,9500.0,314.23,90000.0,0
3574,11200.0,370.46,78402.0,0
3575,16000.0,418.76,60000.0,0
3576,4000.0,125.17,45000.0,0
3577,8000.0,294.95,30000.0,0
3578,14000.0,322.07,45000.0,1
3579,6000.0,205.86,180000.0,0
3580,16000.0,568.62,144000.0,0
3581,21000.0,474.49,75000.0,0
3582,10000.0,322.25,45000.0,0
3583,12000.0,390.88,60000.0,0
3584,17200.0,590.12,75000.0,0
3585,12000.0,413.94,88000.0,0
3586,18250.0,419.84,45000.0,1
3587,3000.0,100.25,43500.0,0
3588,6700.0,212.75,22080.0,0
3589,10000.0,307.04,91154.0,0
3590,23500.0,797.37,48000.0,0
3591,3000.0,100.64,47000.0,0
3592,35000.0,916.03,180000.0,0
3593,25000.0,782.26,118000.0,0
3594,11050.0,370.68,120000.0,0
3595,11200.0,384.26,46000.0,0
3596,3000.0,111.36,71760.0,0
3597,8000.0,250.33,75000.0,0
3598,12000.0,280.91,53100.0,0
3599,8000.0,274.48,110000.0,0
3600,8000.0,268.36,40000.0,1
3601,6000.0,184.23,24000.0,0
3602,8500.0,291.63,18000.0,0
3603,14000.0,438.07,111239.96,0
3604,18000.0,563.23,46000.0,0
3605,3650.0,117.63,12960.0,0
3606,22575.0,609.34,84000.0,1
3607,35000.0,850.39,102158.0,0
3608,16000.0,415.32,75000.0,0
3609,2400.0,77.34,8280.0,0
3610,20000.0,468.17,102000.0,1
3611,8000.0,274.48,90000.0,0
3612,24000.0,542.28,94000.0,0
3613,35000.0,773.44,80000.0,0
3614,17000.0,437.63,70000.0,0
3615,12500.0,458.39,96000.0,0
3616,12000.0,306.36,24000.0,1
3617,6400.0,203.23,35000.0,0
3618,2400.0,82.79,35000.0,0
3619,5000.0,158.77,140000.0,0
3620,20000.0,668.31,110000.0,0
3621,6000.0,193.35,45000.0,0
3622,11500.0,384.28,50000.0,0
3623,25000.0,805.63,66000.0,0
3624,5300.0,182.82,43218.0,0
3625,6400.0,163.39,33000.0,1
3626,16000.0,382.92,43000.0,0
3627,20375.0,509.34,62510.0,0
3628,15000.0,517.42,75000.0,0
3629,30000.0,834.55,290000.0,0
3630,21600.0,672.0,70000.0,0
3631,21000.0,491.58,83400.0,0
3632,35000.0,786.01,61200.0,0
3633,12000.0,299.98,82500.0,0
3634,5000.0,158.77,42000.0,0
3635,24000.0,750.97,115000.0,0
3636,4500.0,138.17,36000.0,0
3637,3500.0,121.8,26400.0,0
3638,5000.0,119.66,96000.0,0
3639,2500.0,86.24,48000.0,0
3640,20000.0,556.37,73000.0,1
3641,5000.0,162.87,34000.0,0
3642,4000.0,132.31,25000.0,0
3643,9325.0,206.07,46000.0,0
3644,21600.0,751.64,96000.0,1
3645,10000.0,335.45,110000.0,0
3646,6000.0,184.23,21640.0,1
3647,20000.0,449.15,120000.0,0
3648,24000.0,750.97,85000.0,0
3649,17000.0,517.41,61200.0,0
3650,2400.0,75.1,63300.0,0
3651,10000.0,325.74,89000.0,0
3652,14000.0,429.86,55000.0,0
3653,6700.0,218.25,40000.0,0
3654,7000.0,256.7,46800.0,1
3655,9000.0,280.0,46000.0,0
3656,7400.0,186.23,63478.0,0
3657,14500.0,373.28,39300.0,1
3658,16950.0,614.92,55000.0,0
3659,3600.0,125.28,18000.0,0
3660,15000.0,544.17,64000.0,0
3661,24000.0,603.98,160000.0,0
3662,4950.0,163.73,19200.0,1
3663,5875.0,197.08,40000.0,0
3664,20000.0,514.86,57000.0,0
3665,10000.0,304.36,102000.0,0
3666,3000.0,105.91,16080.0,0
3667,25000.0,717.9,200000.0,0
3668,35000.0,786.01,109592.0,1
3669,12000.0,306.36,64000.0,0
3670,5000.0,152.18,95000.0,0
3671,5825.0,178.85,12000.0,0
3672,2000.0,62.59,30000.0,0
3673,17500.0,386.72,35000.0,0
3674,30000.0,690.15,60000.0,0
3675,12500.0,391.13,70000.0,0
3676,12000.0,365.23,125000.0,0
3677,4600.0,140.01,27864.0,0
3678,12000.0,276.06,63000.0,0
3679,12000.0,368.45,50000.0,0
3680,1000.0,35.31,45727.2,0
3681,8000.0,243.49,35400.0,0
3682,7500.0,168.43,30000.0,0
3683,5800.0,188.93,27000.0,0
3684,2400.0,76.21,40000.0,0
3685,20000.0,441.97,120000.0,0
3686,9375.0,257.18,38000.0,0
3687,6000.0,182.62,80000.0,0
3688,24000.0,542.28,65000.0,0
3689,3825.0,136.89,14400.0,1
3690,10200.0,342.16,36000.0,0
3691,17500.0,450.51,65000.0,1
3692,9250.0,289.44,49200.0,0
3693,21500.0,660.13,137000.0,0
3694,4000.0,137.24,16800.0,1
3695,35000.0,908.5,85000.0,1
3696,12000.0,319.94,70000.0,0
3697,3200.0,104.24,44568.0,0
3698,5000.0,156.46,76000.0,0
3699,4350.0,132.4,30000.0,0
3700,7475.0,233.9,53000.0,1
3701,2800.0,87.12,52800.0,1
3702,5300.0,165.84,23340.0,0
3703,4000.0,127.02,40860.0,1
3704,9000.0,273.92,35352.0,0
3705,8300.0,195.94,48000.0,0
3706,12000.0,269.49,33000.0,0
3707,16000.0,486.97,110000.0,0
3708,25000.0,638.25,80000.0,0
3709,15000.0,483.38,50000.0,0
3710,20000.0,441.97,65000.0,1
3711,2500.0,77.78,63554.4,0
3712,25600.0,883.06,60000.0,0
